0.859036206,0.927824536,0.252865622,0.298838311,0.1705213,0.735936041,0.428325428,0.567946942,0.4743696,0.245674855,0.104225865,0.869090703,0.997518496,0.448620077,0.307521787,0.858310365,0.79699724,0.869893038,0
0.606041025,0.457728363,0.359448423,0.306957377,0.843330767,0.934850661,0.444572488,0.828014925,0.296617753,0.616869902,0.975785581,0.914343667,0.845247142,0.864151868,0.346712689,0.356573417,0.438447189,0.512256144,1
0.997599777,0.373238487,0.517399356,0.504992546,0.618903336,0.605570823,0.74622533,0.195928292,0.815666935,0.679355028,0.803413076,0.643995161,0.718441133,0.924775074,0.315371406,0.250642371,0.285635527,0.365857964,1
0.783407859,0.104055314,0.197532695,0.421837159,0.742055668,0.490827882,0.005525437,0.392123267,0.010014895,0.4714627,0.597878903,0.761658752,0.362750561,0.912819094,0.977971175,0.845921227,0.699430932,0.475986735,1
0.406249531,0.513199297,0.061811577,0.635836719,0.844797517,0.441502227,0.191926451,0.487546116,0.358533581,0.551543235,0.743876519,0.312349434,0.650222833,0.522261016,0.043544765,0.376660111,0.280097759,0.132282876,1
0.04137947,0.629025938,0.303380105,0.813407572,0.222817123,0.971206033,0.60977829,0.647803859,0.737913873,0.440943207,0.035982366,0.615867667,0.017487184,0.932319515,0.329318038,0.954122776,0.135378915,0.294804796,1
0.161050068,0.548838498,0.153583456,0.654415397,0.140346213,0.796645887,0.405839624,0.662635625,0.049426685,0.578519494,0.264854683,0.959217373,0.698106832,0.467358949,0.637077696,0.011251331,0.147325157,0.213814247,1
0.415298986,0.898731363,0.931821763,0.916647939,0.399105638,0.009445115,0.84625746,0.68377254,0.397306457,0.886768087,0.522427847,0.694773565,0.886522318,0.411672883,0.481108054,0.92654637,0.02643087,0.092739552,1
0.166757878,0.352971856,0.988120611,0.287070317,0.5636256,0.402707875,0.380931733,0.479191238,0.060165294,0.236524445,0.290483708,0.391833072,0.254944302,0.488399586,0.053683565,0.862225604,0.415055139,0.487125899,1
0.655626079,0.413930717,0.805288478,0.163485864,0.861901695,0.947594532,0.546563676,0.426141006,0.417080309,0.945609574,0.325387509,0.666526808,0.374270055,0.100291351,0.21329028,0.222859671,0.007286213,0.420027362,1
0.590007977,0.293692412,0.423497844,0.329803463,0.4578377,0.829782296,0.497766735,0.159440334,0.971121865,0.492342538,0.084268972,0.974333948,0.926423909,0.295425919,0.804212452,0.870840009,0.546295023,0.884871079,1
0.881929079,0.424916157,0.903222367,0.173305914,0.791005372,0.476183524,0.681175841,0.905843852,0.828415466,0.083717329,0.520566651,0.072915346,0.948094685,0.999615891,0.728459115,0.285888356,0.210889643,0.833589868,1
0.961010262,0.976906806,0.857928773,0.614971227,0.615515929,0.352769204,0.833960006,0.095091749,0.230892542,0.954833278,0.577181749,0.78351143,0.530424645,0.175169764,0.544458264,0.081392441,0.733014883,0.531368855,0
0.172529525,0.013556374,0.623446508,0.519135859,0.254456363,0.366947346,0.055695644,0.51850145,0.371256629,0.853783565,0.347039855,0.947346732,0.597281032,0.428806485,0.401369982,0.82044557,0.599584286,0.135680676,1
0.396513559,0.20124125,0.96810764,0.836439982,0.609976638,0.244681982,0.788270514,0.356016875,0.125054,0.510102589,0.403965968,0.865611911,0.499515991,0.589648486,0.014997916,0.893354828,0.562122469,0.028448737,1
0.051620363,0.310912551,0.909292558,0.719117468,0.433167082,0.997141749,0.231381709,0.771588936,0.593069372,0.109138528,0.21511746,0.051819288,0.29352604,0.751845499,0.922480759,0.606573034,0.318208833,0.718853514,1
0.814356436,0.696773866,0.702882553,0.975635677,0.983484815,0.031136722,0.938889143,0.744846045,0.752253549,0.41252405,0.586656405,0.941652686,0.247466384,0.550210882,0.229890761,0.691478239,0.999305937,0.647063187,1
0.595624121,0.791531254,0.794122938,0.430667284,0.916778135,0.897785418,0.729778768,0.560203906,0.658952968,0.835251912,0.644758866,0.444219065,0.820039098,0.87805546,0.238453253,0.41353844,0.378726412,0.973049473,1
0.453287468,0.227814194,0.868963932,0.83954677,0.133349425,0.951339573,0.179080954,0.02315243,0.144846838,0.674269176,0.083272596,0.437239218,0.231382255,0.424553435,0.578621063,0.140284237,0.538908979,0.620391974,1
0.358677493,0.539763975,0.408204473,0.391341766,0.660984427,0.730276729,0.415556778,0.677969692,0.092242834,0.4576951,0.971049521,0.116668505,0.893424314,0.895280358,0.41210954,0.067489641,0.254949351,0.146701198,1
0.795198342,0.129786545,0.881824612,0.531266301,0.546996702,0.62659594,0.689773244,0.941651133,0.466418688,0.098313262,0.435143216,0.730365887,0.868267937,0.852819668,0.525977488,0.785420605,0.630602682,0.740922908,1
0.500682859,0.360446702,0.939109798,0.149994564,0.579039918,0.297490247,0.905608324,0.765232184,0.026878729,0.608748029,0.316248889,0.842602638,0.384431766,0.600999813,0.94148821,0.981674888,0.225052715,0.69264385,1
0.029453696,0.675724624,0.024930062,0.1138323,0.833685553,0.268191042,0.936407155,0.577268761,0.728362992,0.846493622,0.41984847,0.286227754,0.782013775,0.455999155,0.450856709,0.909224239,0.827097995,0.125961426,1
0.294863722,0.817869572,0.548480255,0.983250152,0.47516934,0.672254588,0.198054688,0.270249808,0.453984699,0.725451126,0.653350694,0.099092477,0.369055732,0.252057032,0.426082946,0.381707776,0.775820591,0.56183777,1
0.483920717,0.272825273,0.288013515,0.424075319,0.825866787,0.686728398,0.317001138,0.107175529,0.761053776,0.720972963,0.984838874,0.345239468,0.145046735,0.961694304,0.021560996,0.127715148,0.978176445,0.877524397,1
0.773996627,0.029994884,0.500944728,0.181440099,0.501907079,0.017164768,0.683837319,0.239435751,0.694846243,0.762668235,0.118619659,0.694098152,0.489322637,0.35412897,0.527805905,0.77771341,0.309117119,0.262728187,1
0.420277396,0.371871862,0.74221177,0.063045151,0.189159879,0.8461391,0.874233445,0.143819031,0.156295523,0.35383536,0.393120692,0.633843456,0.788371192,0.856284486,0.602018601,0.168630821,0.53452174,0.987512719,1
0.531351045,0.148787195,0.345090002,0.085156677,0.737006982,0.345312469,0.172234035,0.690670496,0.097401026,0.183404353,0.371573714,0.480700616,0.506994244,0.823968274,0.146707842,0.595529737,0.371591388,0.199845544,1
0.305038056,0.240670239,0.830738987,0.021990788,0.998549574,0.294418373,0.716169725,0.415549576,0.921414983,0.139467971,0.069255819,0.981447689,0.20587566,0.194218463,0.50113342,0.181757552,0.691083869,0.615791178,1
0.250101395,0.734771845,0.937692761,0.892969553,0.235561915,0.982420485,0.532902829,0.398451868,0.195629774,0.898278459,0.73603117,0.889063171,0.978484093,0.828647165,0.442606477,0.452043046,0.769883358,0.43586573,1
